Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
l14c-spark-plug-l14c-b7es,L14C - SPARK PLUG L14C (B7ES)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,L14C,0,shopify,0,deny,manual,4.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/L14C.png?20250317151836,1,draft
l15yc-spark-plug-l15yc-bp6es,L15YC - SPARK PLUG L15YC (BP6ES)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,L15YC,0,shopify,0,deny,manual,4.45,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/L15YC.png?20250317151917,1,draft
ll1-brake-lever-lock-orange,LL1 - BRAKE LEVER LOCK ORANGE,"Description LL1 – Brake Lever Lock Orange The LL1 Brake Lever Lock is a compact and effective security device designed to prevent theft by immobilizing the brake lever on motorcycles, scooters, and ATVs. Its bright orange colour ensures high visibility, acting as a deterrent while protecting your vehicle. Specifications Type: Brake lever lock Colour: Orange Material: Durable, heavy-duty construction Fitment: Universal fit for most motorcycles and scooters Features Locks the brake lever to prevent unauthorized movement High-visibility orange colour acts as a theft deterrent Lightweight and portable for easy storage or carrying Simple to install and remove, no tools required Ideal For Motorcycle, scooter, and ATV owners Urban commuters seeking portable security Riders looking for an additional theft deterrent Compact, visible, and reliable — the LL1 Brake Lever Lock gives you peace of mind by securing your bike wherever you park.",MCS,,Brake Consumable,"MCS, Brake Consumable, Brake",FALSE,Title,Default Title,LL1,0,shopify,0,deny,manual,16.4,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LL1.png?20240212153724,1,draft
loc243-medium-strength-threadlocker-50ml,LOC243 - MEDIUM STRENGTH THREADLOCKER 50ML*,"Description LOC243 – Medium Strength Threadlocker 50ml Secure fasteners without permanent bonding. LOCTITE Medium Strength Threadlocker is designed to prevent loosening and leakage of threaded fasteners due to vibration. Ideal for bolts and screws that may need future disassembly. Key Features: Medium-strength formula for removable fasteners Prevents loosening from vibration Seals threads against corrosion Suitable for metal bolts and screws Applications: Automotive, machinery, workshop, and general maintenance where removable but secure fastening is required.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC243,0,shopify,0,deny,manual,90.75,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC243.png?20260603104547,1,draft
loc248-med-strength-threadlocker-stick-19g,LOC248 - MED STRENGTH THREADLOCKER STICK 19G*,"Description LOC248 – Medium Strength Threadlocker Stick 19g Threadlocker in a convenient stick form. LOCTITE Medium Strength Threadlocker Stick provides the same reliable anti-vibration protection as liquid threadlockers but in a portable, easy-to-apply solid form. Ideal for bolts, screws, and fasteners where controlled application is preferred. Key Features: Medium-strength formula for removable fasteners Prevents loosening due to vibration Seals threads against corrosion Easy, mess-free application with stick format Applications: Automotive, machinery, workshop, and maintenance environments where precise application and removable fastening are required.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC248,0,shopify,0,deny,manual,73.65,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC248.png?20260603104527,1,draft
loc263-hi-strength-threadlocker-50ml,LOC263 - HI STRENGTH THREADLOCKER 50ML*,"Description LOC263 – High Strength Threadlocker 50ml Permanent thread locking for critical fasteners. LOCTITE High Strength Threadlocker 50ml is designed to secure and seal threaded fasteners subjected to heavy loads and vibration. It prevents loosening, leakage, and corrosion on bolts, nuts, and studs in demanding applications. Key Features: High-strength formula for permanent fastening Prevents loosening due to vibration and shock Seals threads against corrosion and leakage Suitable for metal fasteners Applications: Ideal for automotive, industrial machinery, and maintenance settings where fasteners must remain secure under heavy stress or extreme conditions.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC263,0,shopify,0,deny,manual,90.75,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC263.png?20260603104613,1,draft
loc268-hi-strength-threadlocker-stick-19g,LOC268 - HI STRENGTH THREADLOCKER STICK 19G*,"Description LOC268 – High Strength Threadlocker Stick 19G High-strength threadlocker in a convenient stick format designed to permanently lock and seal threaded fasteners. The solid stick formula allows clean, controlled application without drips or spills. Ideal for securing bolts and studs that should not loosen under vibration or heavy loads. Features: High strength locking for permanent assemblies Stick format for clean, precise application Prevents loosening from vibration and shock Seals threads to help prevent leaks and corrosion Suitable for bolts, studs and threaded fasteners in automotive, industrial and mechanical applications.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC268,0,shopify,0,deny,manual,61.4,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC268.png?20260603120745,1,draft
loc272-hi-temp-hi-strength-threadlocker-50ml,LOC272 - HI TEMP HI STRENGTH THREADLOCKER 50ML*,"Description LOC272 – High Temp High Strength Threadlocker 50ML High-strength threadlocker designed for permanently securing threaded fasteners exposed to high temperatures and heavy vibration. Ideal for critical assemblies where maximum locking performance is required. Features: High strength locking for permanent assemblies Withstands high operating temperatures Prevents loosening from vibration and shock Seals threads against leaks and corrosion Suitable for automotive, industrial and heavy-duty applications.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC272,0,shopify,0,deny,manual,97.8,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC272.png?20260603104716,1,draft
loc515-flexible-flange-sealant-50ml,LOC515 - FLEXIBLE FLANGE SEALANT 50ML*,"Description LOC515 – Flexible Flange Sealant 50ML Anaerobic flange sealant designed for sealing rigid metal flanges and machined surfaces. Cures in the absence of air to form a durable, flexible seal that resists vibration, fluids and pressure. Features: Forms a flexible, leak-proof gasket on metal flanges Ideal for rigid machined surfaces and close-fitting parts Resists oils, coolants and automotive fluids Fills small gaps and surface imperfections Suitable for automotive, industrial and mechanical assemblies.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC515,0,shopify,0,deny,manual,53.05,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC515.png?20260603104747,1,draft
loc518-pen-applicator-25ml,LOC518 - PEN APPLICATOR 25ML*,"Description LOC518 – Gasket Eliminator Pen Applicator 25ML Anaerobic gasket sealant supplied in a convenient pen applicator for precise, mess-free application. Designed for sealing rigid metal flanges and machined surfaces, forming a flexible, leak-proof gasket that resists vibration, pressure and automotive fluids. Features: Easy-to-use pen applicator for controlled application Eliminates the need for pre-cut gaskets Forms a flexible, durable seal on metal flanges Resistant to oils, coolants and common workshop fluids Ideal for automotive, motorcycle and general mechanical assemblies.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LOC518,0,shopify,0,deny,manual,57.65,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LOC518.png?20260603104809,1,draft
lp1-liquid-patch-1l-bottle,LP1 - LIQUID PATCH 1L BOTTLE*,"Description LP1 – Liquid Patch 1 L Bottle The LP1 Liquid Patch is a high-performance tire repair solution designed for motorcycles, scooters, bicycles, and off-road vehicles. This 1 L bottle contains a durable liquid compound that seals punctures and small cuts quickly, helping maintain tire integrity and safety. Specifications Volume: 1 L Application: Tire puncture and cut repair Material: High-strength sealing compound Suitable For: Tubeless tires, motorcycles, scooters, bicycles, and off-road vehicles Features Quick and effective seal for punctures and minor tire damage Extends the life of tires and improves safety Easy to apply and compatible with most tubeless tires Suitable for on-the-road or workshop use Ideal For Motorcycle and scooter riders Off-road, trail, and dirt bike riders Cyclists and general tire maintenance Workshops and roadside repairs Reliable, easy-to-use, and long-lasting — the LP1 Liquid Patch 1 L Bottle keeps your tires sealed and your ride safe.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LP1,0,shopify,0,deny,manual,41.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LP1.png?20250401154114,1,draft
lp10-liquid-patch-10l-drum,LP10 - LIQUID PATCH 10L DRUM*,"Description LP10 – Liquid Patch 10 L Drum

The LP10 Liquid Patch is a heavy-duty tire repair solution designed for motorcycles, scooters, bicycles, and off-road vehicles. This 10 L drum contains a high-strength liquid compound that seals punctures and minor cuts quickly, making it ideal for workshops, fleets, and professional use.

Specifications

Volume: 10 L

Application: Tire puncture and cut repair

Material: High-strength sealing compound

Suitable For: Tubeless tires, motorcycles, scooters, bicycles, and off-road vehicles

Features

Effective sealing for punctures and minor tire damage

Extends the life of tires and enhances rider safety

Easy to apply with standard equipment

Ideal for high-volume or professional repair environments

Ideal For

Motorcycle and scooter workshops

Off-road and trail riding service centers

Fleet maintenance operations

Heavy-duty tire repair applications

Durable, professional-grade, and high-capacity — the LP10 Liquid Patch 10 L Drum provides reliable tire repair for workshops and heavy-use environments.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LP10,0,shopify,0,deny,manual,247.4,,TRUE,TRUE,https://cdn.neto.com.au/assets/neto-cdn/images/default_product.gif,1,draft
lp20-liquid-patch-20l-drum,LP20 - LIQUID PATCH 20L DRUM*,"Description LP20 – Liquid Patch 20 L Drum The LP20 Liquid Patch is an industrial-strength tire repair solution for motorcycles, scooters, bicycles, and off-road vehicles. This 20 L drum contains a high-performance sealing compound designed for quick and reliable repair of punctures and minor cuts, making it ideal for workshops, service centers, and high-volume applications. Specifications Volume: 20 L Application: Tire puncture and minor cut repair Material: High-strength liquid sealing compound Suitable For: Tubeless tires on motorcycles, scooters, bicycles, and off-road vehicles Features Provides fast and effective sealing for tire punctures Extends tire life while improving safety Easy to use with standard workshop equipment High-capacity drum suitable for professional and industrial use Ideal For Motorcycle and scooter repair workshops Off-road, trail, and fleet maintenance centers High-volume tire repair operations Professional users requiring durable, reliable tire repair solutions Professional-grade, high-capacity, and reliable — the LP20 Liquid Patch 20 L Drum ensures efficient and effective tire repair for workshops and heavy-use environments.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LP20,0,shopify,0,deny,manual,412.4,,TRUE,TRUE,https://cdn.neto.com.au/assets/neto-cdn/images/default_product.gif,1,draft
lp250-liquid-patch-250ml-bottle,LP250 - LIQUID PATCH 250mL BOTTLE*,"Description LP250 – Liquid Patch 250 mL Bottle The LP250 Liquid Patch is a compact and convenient tire repair solution for motorcycles, scooters, bicycles, and off-road vehicles. This 250 mL bottle contains a high-strength sealing compound that quickly repairs punctures and minor cuts, making it perfect for on-the-go or emergency use. Specifications Volume: 250 mL Application: Tire puncture and minor cut repair Material: High-strength liquid sealing compound Suitable For: Tubeless tires, motorcycles, scooters, bicycles, and off-road vehicles Features Quick and effective seal for punctures and small tire damage Portable size for roadside or emergency use Extends tire life and improves riding safety Easy to apply directly to tubeless tires Ideal For Motorcycle and scooter riders Off-road and trail riders Cyclists and commuters needing emergency tire repair On-the-go or travel use Compact, portable, and reliable — the LP250 Liquid Patch 250 mL Bottle provides quick tire repair when you need it most.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LP250,0,shopify,0,deny,manual,14.75,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LP250.png?20250401155008,1,draft
lp500-liquid-patch-500ml-bottle,LP500 - LIQUID PATCH 500mL BOTTLE*,"Description LP500 – Liquid Patch 500 mL Bottle The LP500 Liquid Patch is a versatile tire repair solution for motorcycles, scooters, bicycles, and off-road vehicles. This 500 mL bottle contains a high-strength sealing compound that quickly and effectively repairs punctures and minor cuts, making it ideal for both on-the-go use and workshop applications. Specifications Volume: 500 mL Application: Tire puncture and minor cut repair Material: High-strength liquid sealing compound Suitable For: Tubeless tires on motorcycles, scooters, bicycles, and off-road vehicles Features Fast and reliable seal for tire punctures and small damage Extends tire life while enhancing safety Portable and easy to store or carry Simple application suitable for roadside or workshop use Ideal For Motorcycle and scooter riders Off-road, trail, and adventure riders Cyclists and daily commuters Workshops and professional tire repair use Portable, effective, and reliable — the LP500 Liquid Patch 500 mL Bottle keeps your tires sealed and your ride safe, wherever you are.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LP500,0,shopify,0,deny,manual,21.35,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LP500.png?20250401153119,1,draft
lpp-liquid-patch-pump-10-20l-drums,LPP - LIQUID PATCH PUMP (10/20L DRUMS)*,"Description LPP – Liquid Patch Pump (10/20 L Drums) The LPP Liquid Patch Pump is a professional-grade accessory designed for efficient dispensing of liquid tire patch compounds from 10 L and 20 L drums . It provides a safe, fast, and controlled way to apply tire sealant in workshops, service centers, or high-volume repair environments. Specifications Compatibility: 10 L and 20 L Liquid Patch drums Material: Durable, chemical-resistant components Application: Controlled dispensing of tire sealant Ease of Use: Manual pump action for precise application Features Efficiently dispenses liquid patch compounds from large drums Reduces waste and mess during application Durable construction designed for frequent use in professional environments Compatible with LP10 and LP20 drums Ideal For Motorcycle and scooter repair workshops Off-road, trail, and fleet maintenance centers Professional tire repair operations Users needing a safe and efficient way to apply liquid patch sealant Reliable, efficient, and professional — the LPP Liquid Patch Pump ensures clean and precise application for large-scale tire repair tasks.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LPP,0,shopify,0,deny,manual,379.4,,TRUE,TRUE,https://cdn.neto.com.au/assets/neto-cdn/images/default_product.gif,1,draft
lr10sl-spark-plug-silver-lr10sl-br10eg-br10eix,LR10SL - SPARK PLUG SILVER LR10SL (BR10EG) (BR10EIX)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR10SL,0,shopify,0,deny,manual,17.35,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR10SL.png?20250317152007,1,draft
lr11s-spark-plug-silver-lr11s-br9ecmvx-br9ecmix,LR11S - SPARK PLUG SILVER LR11S (BR9ECMVX) (BR9ECMIX)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR11S,0,shopify,0,deny,manual,17.35,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR11S.png?20250317152044,1,draft
lr11sl-spark-plug-silver-lr11sl-br9eg-br9eix,LR11SL - SPARK PLUG SILVER LR11SL (BR9EG) (BR9EIX)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR11SL,0,shopify,0,deny,manual,19,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR11SL.png?20250317152114,1,draft
lr12c-spark-plug-lr12c-b9es,LR12C - SPARK PLUG LR12C (B9ES)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR12C,0,shopify,0,deny,manual,8,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR12C.png?20250317152209,1,draft
lr12sl-spark-plug-premium-lr12sl-br8eg-br8eix,LR12SL - SPARK PLUG PREMIUM LR12SL (BR8EG) (BR8EIX)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR12SL,0,shopify,0,deny,manual,21.35,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR12SL.png?20250317152339,1,draft
lr14c-spark-plug-lr14c-br7es,LR14C - SPARK PLUG LR14C (BR7ES)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR14C,0,shopify,0,deny,manual,5.8,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR14C.png?20250317152428,1,draft
lr15yc-spark-plug-lr15yc-bpr6es,LR15YC - SPARK PLUG LR15YC (BPR6ES)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR15YC,0,shopify,0,deny,manual,4.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR15YC.png?20250317152508,1,draft
lr17yc-1-spark-plug-lr17yc-1-bpr5es-11,LR17YC-1 - SPARK PLUG LR17YC-1 (BPR5ES-11)*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LR17YC-1,0,shopify,0,deny,manual,4.8,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LR17YC-1.png?20251121135001,1,draft
lt1632-lithium-button-battery-cr1632,LT1632 - LITHIUM BUTTON BATTERY CR1632*,"Description LT1632 – LITHIUM BUTTON BATTERY CR1632 THE GP LITHIUM COIN BATTERY The GP CR1632 Lithium Button Battery is a high-performance, energy-dense coin cell designed to deliver reliable and long-lasting power for a wide range of small electronic devices. Engineered for consistency and efficiency, it provides up to 30% more power compared to standard alternatives*, making it ideal for modern miniature and precision electronics. Designed for everyday convenience and critical reliability, this battery is commonly used in car keys, remote controls, smart watches, blood glucose monitors, smart home devices, IoT products, and door and window sensors. Its stable output ensures dependable performance across both low and intermittent power draw applications. Built with advanced lithium technology, the CR1632 offers excellent shelf life and storage stability, maintaining power for up to 10 years when stored correctly in cool, dry conditions. It is also designed to perform reliably in extreme environments, operating from -20°C to +60°C. Safety and protection are key priorities, with a leak-proof construction and child-resistant packaging designed to provide added peace of mind. KEY FEATURES • High-performance GP lithium coin battery • CR1632 equivalent (1632) • Energy-dense design delivering up to 30% more power* • Ideal for small electronic and smart devices • Long shelf life up to 10 years (proper storage conditions) • Reliable performance in extreme temperatures (-20°C to +60°C) • Leak-proof construction for device protection • Child-resistant packaging for added safety COMMON APPLICATIONS • Car key remotes • Remote controls • Smart watches • Blood glucose monitors • Smart home devices • IoT devices • Door and window sensors Trusted power for everyday devices and critical electronics.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LT1632,0,shopify,0,deny,manual,8.6,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LT1632.png?20240815115349,1,draft
lt2032-lithium-button-battery-cr2032,LT2032 - LITHIUM BUTTON BATTERY CR2032*,"Description LT2032 – LITHIUM BUTTON BATTERY CR2032 THE GP LITHIUM COIN BATTERY The GP CR2032 Lithium Button Battery is a high-performance, energy-dense coin cell designed to deliver reliable, long-lasting power for a wide range of compact electronic devices. Engineered for efficiency and consistency, it delivers up to 30% more power compared to standard alternatives*, making it ideal for modern miniature and smart electronics. Built for everyday reliability, the CR2032 is commonly used in car keys, remote controls, smart watches, blood glucose monitors, smart home devices, IoT products, and door and window sensors. Its stable output ensures dependable performance across both continuous and low-drain applications. Designed with advanced lithium technology, this battery offers excellent shelf life and storage stability, maintaining power for up to 10 years when properly stored in a cool, dry environment. It also performs reliably in extreme temperatures ranging from -20°C to +60°C. Safety is a key feature, with leak-proof construction to protect devices and thoughtfully designed child-resistant packaging for added peace of mind. KEY FEATURES • High-performance GP lithium coin battery • CR2032 equivalent (2032 / DL2032 compatible) • Energy-dense design delivering up to 30% more power* • Ideal for small electronic and smart devices • Long shelf life up to 10 years (proper storage conditions) • Reliable performance in extreme temperatures (-20°C to +60°C) • Leak-proof construction for device protection • Child-resistant packaging for added safety COMMON APPLICATIONS • Car key remotes • Remote controls • Smart watches • Blood glucose monitors • Smart home devices • IoT devices • Door and window sensors Trusted GP power designed for consistent performance in everyday and critical electronics.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LT2032,0,shopify,0,deny,manual,4.85,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LT2032.png?20230628104914,1,draft
lt2032a-lithium-button-battery-cr2032-10-pack,LT2032A - LITHIUM BUTTON BATTERY CR2032 (10/PACK)*,"Description LT2032A – LITHIUM BUTTON BATTERY CR2032 (10/PACK) THE GP LITHIUM COIN BATTERY MULTIPACK The GP CR2032 Lithium Button Battery 10-Pack delivers reliable, long-lasting power in a convenient multi-unit format for home, workshop, and business use. Designed for consistent performance, each battery provides high energy density and dependable output for a wide range of compact electronic devices. Engineered for everyday reliability, CR2032 batteries are commonly used in car keys, remote controls, smart watches, blood glucose monitors, smart home devices, IoT products, and door and window sensors. This multipack ensures you always have trusted power on hand when needed. Built with advanced lithium technology, these batteries offer excellent shelf life and can be stored for up to 10 years in cool, dry conditions while maintaining performance. They are also designed to operate reliably in extreme temperatures from -20°C to +60°C. Safety and reliability are prioritised with leak-proof construction and child-resistant packaging for added protection. KEY FEATURES • GP high-performance lithium coin batteries • CR2032 equivalent (2032 / DL2032 compatible) • 10-pack convenience for home or workshop use • Energy-dense design for reliable long-lasting power • Shelf life up to 10 years (proper storage conditions) • Stable operation in extreme temperatures (-20°C to +60°C) • Leak-proof construction for device protection • Child-resistant packaging for added safety COMMON APPLICATIONS • Car key remotes • Remote controls • Smart watches • Blood glucose monitors • Smart home devices • IoT devices • Door and window sensors Reliable GP power in a convenient multipack for everyday and professional use.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LT2032A,0,shopify,0,deny,manual,44.55,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LT2032A.png?20250522115223,1,draft
lt44-alkaline-button-battery-lr44,LT44 - ALKALINE BUTTON BATTERY LR44*,"Description LT44 – ALKALINE BUTTON BATTERY LR44 THE GP ALKALINE BUTTON CELL BATTERY The GP LR44 Alkaline Button Battery is a high-quality, reliable power source designed for a wide range of small electronic devices. Engineered for consistent performance, it delivers dependable energy output to keep everyday devices operating smoothly. With a voltage of 1.5V and a capacity of 110mAh, this compact battery is ideal for use in calculators, watches, remote controls, and other precision electronics. Its small size makes it a versatile choice for applications where space is limited but reliable power is essential. Designed as a single-use alkaline battery, the GP LR44 provides steady and consistent performance throughout its service life, ensuring dependable operation across compatible devices. KEY FEATURES • GP high-quality alkaline button cell battery • LR44 equivalent • Voltage: 1.5V • Capacity: 110mAh • Compact size for versatile applications • Reliable, consistent power output • Single-use alkaline chemistry DIMENSIONS • 11.6 x 5.4 mm COMMON APPLICATIONS • Calculators • Watches • Remote controls • Small electronic devices Reliable everyday power for compact electronic devices.",MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,LT44,0,shopify,0,deny,manual,2.5,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/LT44.png?20240815124530,1,draft
mf10-10amp-glass-fuse-10-pkt,MF10 - 10AMP GLASS FUSE (10/PKT),Description 10AMP GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF10,0,shopify,0,deny,manual,8.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF10.png?20230628103933,1,draft
mf15-15amp-glass-fuse-10-pkt,MF15 - 15AMP GLASS FUSE (10/PKT),Description 15AMP GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF15,0,shopify,0,deny,manual,8.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF15.png?20230628104420,1,draft
mf2-10-10amp-30mm-glass-fuse-10-pkt,MF2-10 - 10AMP 30MM GLASS FUSE (10/PKT),Description 10AMP 30MM GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF2-10,0,shopify,0,deny,manual,8.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF2-10.png?20241014091023,1,draft
mf2-30-30amp-30mm-glass-fuse-10-pkt,MF2-30 - 30AMP 30MM GLASS FUSE (10/PKT),Description 30AMP 30MM GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF2-30,0,shopify,0,deny,manual,2.65,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF2-30.png?20241014091041,1,draft
mf20-20amp-glass-fuse-10-pkt,MF20 - 20AMP GLASS FUSE (10/PKT),Description 20AMP GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF20,0,shopify,0,deny,manual,8.15,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF20.png?20230628104537,1,draft
mf5-5amp-glass-fuse-10-pkt,MF5 - 5AMP GLASS FUSE (10/PKT),Description 5AMP GLASS FUSE (10/PK),MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MF5,0,shopify,0,deny,manual,3.7,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MF5.png?20230628104619,1,draft
mgaf1-moto-gold-air-filter-4802,MGAF1 - MOTO GOLD AIR FILTER (4802)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (158089): 125-480RR 2ST & 4ST",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF1,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF1.png?20230628102551,1,draft
mgaf10-moto-gold-air-filter-1413,MGAF10 - MOTO GOLD AIR FILTER (1413)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (154514): KTM65 SX 01-ON TC65 17-ON MC65 21-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF10,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF10.png?20230628102613,1,draft
mgaf11-moto-gold-air-filter-1418,MGAF11 - MOTO GOLD AIR FILTER (1418)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (154115): KTM 85 SX 13-17 KTM 2T 11-15 KTM SX 250-350-450 11-15 KTM EXC 12-16 HUSQVARNA FE FC TC TE85-501 14-16",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF11,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF11.png?20230628104644,1,draft
mgaf12-moto-gold-air-filter-1424,MGAF12 - MOTO GOLD AIR FILTER (1424)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (154008): KTM50 SX 08-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF12,0,shopify,0,deny,manual,13.1,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF12.png?20230628104510,1,draft
mgaf13-moto-gold-air-filter-1452,MGAF13 - MOTO GOLD AIR FILTER (1452)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (154116): KTM EXC 17-ON KTM SXF 16-ON HUSQVARNA FE FC TC TE125-501 17-ON HUSQVARNA EC MC 125-UP 21-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF13,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF13.png?20230628102614,1,draft
